id_pagamento,valor_pago,data_pagamento,tipo_pagamento_id_tipo_pagamento,consulta_id_consulta
247,590.28,2024-11-12 17:15:31.670352,4,4769
248,148.29,2025-04-24 14:15:11.932129,4,5919
249,262.83,2022-10-04 15:45:48.671003,2,6636
250,527.63,2024-09-24 08:30:04.021449,2,1316
251,268.03,2024-06-30 18:30:52.741839,5,5868
252,665.88,2024-10-10 12:30:18.611437,3,719
253,58.08,2023-02-15 14:45:26.364082,1,3107
254,687.95,2024-10-25 10:30:38.202558,4,1952
255,81.25,2023-05-28 18:15:14.402231,2,4607
256,301.7,2025-01-13 11:45:06.495725,3,5191
257,295.81,2023-03-14 16:00:48.543409,2,1275
258,696.02,2024-04-14 09:15:45.052499,4,3022
259,293.69,2023-09-16 11:00:24.954968,2,6763
260,573.89,2022-07-21 16:15:21.110170,5,9723
261,435.07,2022-08-01 14:45:42.176393,2,5448
262,60.01,2023-06-27 12:15:57.729635,4,3119
263,373.59,2025-02-11 12:15:02.722517,5,5823
264,119.11,2023-06-26 11:15:33.770002,2,1787
265,458.67,2023-09-16 11:30:09.474282,2,8686
266,521.22,2023-08-27 13:15:50.351055,2,1885
267,531.57,2025-02-08 08:45:13.186897,2,7126
268,431.48,2023-12-04 08:15:07.313661,3,1352
269,460.27,2024-11-20 11:30:07.816415,5,7575
270,281.33,2023-08-24 15:00:50.325317,1,744
271,167.67,2024-08-14 14:15:04.530094,2,6933
272,316.49,2023-06-14 08:45:31.164206,1,4450
273,160.6,2023-01-25 13:00:29.969039,4,741
274,565.16,2024-11-17 15:00:22.351726,3,705
275,435.88,2022-06-30 16:30:46.826491,2,835
276,464.32,2023-02-24 13:15:02.980993,5,3014
277,606.52,2024-07-01 17:45:30.167797,2,1786
278,704.74,2024-09-11 12:30:16.235691,4,5720
279,480.81,2025-03-29 18:00:29.413167,1,8749
280,536.5,2023-08-08 09:30:43.626191,2,4698
281,328.97,2023-07-07 12:30:30.099087,2,9262
282,576.34,2023-03-29 18:30:29.929065,1,4055
283,666.43,2024-11-01 18:45:39.137844,5,6318
284,660.52,2024-04-19 11:45:23.829209,5,1336
285,285.41,2024-08-09 14:00:51.866108,4,7758
286,152.9,2022-06-24 16:00:39.939746,1,3051
287,392.16,2025-02-20 13:00:11.464098,3,1881
288,685.7,2023-11-23 16:15:12.514460,5,2518
289,439.46,2025-05-25 08:00:10.004725,5,9279
290,240.45,2024-06-12 09:45:37.230956,3,4503
291,588.2,2024-07-05 12:15:39.305152,5,1640
292,393.16,2022-06-15 18:45:42.411675,5,3930
293,227.18,2024-05-20 13:15:16.605727,1,5020
294,645.18,2024-09-17 13:45:28.417246,2,7935
295,194.7,2022-08-20 16:45:42.775609,2,3211
296,724.94,2023-06-28 12:45:32.128259,4,1577
297,463.25,2025-03-18 16:30:57.293224,4,812
298,617.12,2023-11-19 12:00:33.643906,1,4731
299,142.04,2024-05-23 15:45:51.428543,1,5824
300,275.9,2024-01-27 14:30:14.726617,1,93
301,502.45,2024-07-02 10:15:38.692982,2,5841
302,458.14,2024-01-18 18:30:06.853467,3,4082
303,718.11,2024-02-27 16:45:32.174381,5,1545
304,385.68,2023-05-13 12:00:48.618381,5,2530
305,310.78,2023-09-23 13:45:05.461044,4,8064
306,289.56,2023-04-06 16:30:31.652645,3,2870
307,596.8,2024-12-31 18:45:00.990673,4,1127
308,153.3,2023-08-26 13:00:24.075895,5,6292
309,578.42,2023-08-23 08:15:37.605425,4,3600
310,743.63,2022-08-03 09:15:27.541297,1,3093
311,483.9,2023-10-25 14:15:35.227549,1,6984
312,345.37,2023-08-28 12:15:59.853298,1,4651
313,619.99,2023-09-01 10:00:49.905062,1,484
314,760.6,2025-03-07 12:15:40.920687,5,5148
315,766.43,2023-06-11 14:45:18.073403,5,4495
316,156.82,2025-06-06 16:15:09.916891,5,4674
317,673.77,2022-11-18 18:00:25.611118,3,7988
318,475.16,2022-12-15 18:00:46.519166,5,1419
319,764.17,2024-01-23 13:15:06.444311,5,655
320,313.47,2023-10-22 12:15:17.857883,1,3766
321,332.65,2023-01-23 14:45:42.937466,1,5441
322,609.15,2024-02-23 14:00:29.454436,4,5016
323,396.39,2023-06-30 17:00:34.730548,4,2849
324,622.48,2025-05-23 15:30:38.880997,4,9390
325,767.05,2023-11-14 18:45:29.401963,5,2474
326,52.5,2025-01-16 16:15:06.132755,5,3798
327,486.22,2023-06-09 16:15:40.464950,5,2936
328,718.79,2022-12-19 14:30:34.434602,1,7418
329,241.73,2022-10-13 18:45:03.290434,2,9381
330,372.6,2024-10-18 08:30:05.393504,2,7310
331,374.44,2025-01-02 09:00:29.915199,3,6429
332,678.34,2024-04-16 12:00:53.957067,5,3130
333,595.33,2024-05-05 14:15:04.300796,2,14
334,147.79,2023-02-11 11:30:21.850946,3,3789
335,298.82,2024-04-16 08:30:56.279993,4,3091
336,212.1,2022-08-25 09:00:09.212287,2,630
337,572.85,2023-06-28 11:45:16.553488,2,1491
338,361.03,2024-11-25 13:30:08.744786,5,8019
339,607.58,2024-07-09 12:45:52.499715,3,5585
340,796.24,2023-09-15 18:00:04.946139,1,191
341,545.33,2023-02-23 10:15:07.214791,3,6817
342,317.48,2023-05-07 09:45:17.888392,3,3156
343,277.77,2025-01-10 15:15:57.551992,3,1537
344,518.83,2025-01-05 16:30:44.390507,1,8734
345,58.07,2024-08-10 14:45:14.768704,2,5283
346,354.47,2024-07-20 09:00:37.204324,4,8188
347,326.78,2025-02-12 12:30:03.858133,3,3382
348,698.87,2023-08-25 13:00:16.319935,4,3322
349,745.86,2023-05-14 16:15:00.249335,2,9354
350,618.79,2025-01-14 10:45:07.023863,1,291
351,142.77,2024-12-16 08:15:29.139130,4,2778
352,669.25,2023-02-02 14:15:02.122987,5,3733
353,572.83,2025-06-02 16:15:33.144324,5,1308
354,240.87,2024-03-01 18:00:14.440490,1,6168
355,627.63,2024-05-09 09:00:31.510110,2,8508
356,632.52,2024-07-31 10:30:48.728512,1,7129
357,443.53,2025-05-06 12:15:15.675919,3,8708
358,385.04,2022-06-21 10:45:31.270838,3,5761
359,720.0,2022-09-10 12:45:10.310822,1,7998
360,398.25,2022-10-12 12:00:40.978338,5,1225
361,236.51,2024-02-28 09:15:42.427086,5,2139
362,588.21,2024-09-18 18:45:21.985199,4,344
363,132.72,2022-07-11 10:30:03.189910,3,9504
364,186.66,2024-10-06 14:00:46.440230,2,8908
365,288.44,2025-05-03 14:30:46.945071,4,1980
366,225.28,2023-09-20 13:15:57.881902,1,780
367,75.59,2023-06-20 14:00:15.093471,3,3611
368,361.9,2023-02-08 15:45:23.084588,5,809
369,321.68,2024-12-11 16:00:52.781898,2,6850
370,537.03,2023-12-01 15:00:57.316848,2,7518
371,155.12,2023-09-08 11:15:39.825324,5,814
372,764.66,2024-01-16 08:00:11.061621,1,4343
373,328.07,2023-11-08 17:30:47.969473,1,6322
374,50.54,2024-09-16 18:15:59.200993,4,4770
375,159.83,2024-04-26 08:30:42.244894,5,1930
376,431.21,2024-04-09 14:30:44.584424,2,9526
377,702.55,2023-11-17 16:30:08.395876,3,5977
378,133.69,2024-09-13 10:45:09.535867,2,9614
379,366.38,2024-03-28 17:00:40.892423,1,1440
380,421.16,2024-03-30 17:30:35.153423,4,4230
381,133.41,2023-03-11 16:45:45.018208,1,4126
382,564.17,2022-08-21 12:15:48.728124,4,2249
383,187.84,2022-10-12 08:00:34.243197,4,2440
384,273.01,2023-08-20 16:30:25.730874,5,6328
385,580.1,2024-11-07 08:15:43.557363,1,775
386,495.88,2024-09-08 18:45:48.179173,3,7064
387,399.38,2025-05-31 18:30:31.037760,5,2990
388,762.73,2024-02-25 13:30:01.835651,1,3144
389,783.29,2024-09-24 12:30:24.187987,5,182
390,649.86,2022-07-09 18:00:29.003422,4,3236
391,759.58,2023-08-29 08:00:55.078637,3,5851
392,310.09,2025-06-03 11:15:02.637307,1,6602
393,407.8,2022-07-02 13:00:57.860912,2,5091
394,674.08,2022-12-03 17:30:36.669218,3,6575
395,221.97,2022-11-04 08:00:26.596292,5,6657
396,99.74,2025-03-05 10:00:15.521066,1,2088
397,430.57,2024-09-14 10:30:38.347209,1,5452
398,532.63,2023-05-03 16:00:35.950403,5,4150
399,232.38,2023-10-02 08:45:48.681461,5,9474
400,738.39,2022-08-12 11:15:06.874336,4,762
401,360.57,2022-06-21 09:45:47.554976,1,4657
402,171.32,2022-09-07 09:15:01.172520,4,8230
403,705.78,2023-10-02 11:00:49.448731,3,3422
404,691.58,2024-05-13 09:30:29.154914,2,9297
405,305.94,2023-02-25 12:15:47.012295,4,9004
406,748.55,2023-06-30 15:00:42.108750,4,6364
407,183.02,2024-09-27 10:15:58.482949,4,3524
408,789.09,2022-11-17 11:30:22.577234,3,8047
409,777.07,2024-04-09 16:15:35.489775,2,3832
410,757.44,2023-09-16 13:15:07.609186,1,3763
411,491.68,2022-07-08 09:45:07.809127,3,9152
412,338.51,2022-09-25 17:15:39.891128,3,2730
413,459.02,2023-11-06 13:45:35.737501,5,4224
414,324.86,2023-10-27 18:15:48.880723,5,8219
415,452.18,2024-12-30 17:45:34.252456,2,3191
416,190.32,2022-07-02 15:45:17.616390,1,1364
417,244.72,2023-08-17 16:15:17.517909,2,8876
418,291.29,2024-07-09 16:00:51.092875,1,3161
419,681.02,2023-03-31 14:15:35.363226,4,1311
420,406.1,2023-08-12 15:45:42.551883,2,8294
421,523.45,2023-07-22 09:00:30.847753,4,1303
422,305.53,2024-02-07 15:00:44.499979,3,4684
423,473.62,2025-06-07 11:30:46.759028,5,6129
424,485.4,2024-09-30 11:45:24.596215,5,9639
425,397.83,2024-11-22 14:45:10.330728,4,3811
426,704.69,2024-01-13 18:15:21.497684,5,2035
427,728.61,2022-11-15 08:30:07.788270,1,634
428,275.7,2025-02-25 10:15:03.980838,5,3198
429,116.9,2022-12-10 09:45:10.265036,5,6164
430,231.48,2023-09-02 12:30:49.102787,3,3890
431,171.24,2023-08-05 16:30:34.626159,3,221
432,297.81,2022-09-24 10:45:35.012768,1,7643
433,78.95,2023-04-22 12:45:05.766787,2,58
434,364.47,2025-01-17 17:30:00.055898,5,2930
435,612.03,2024-02-08 16:15:40.443246,5,4719
436,551.06,2025-05-26 17:15:02.971264,3,1267
437,454.89,2024-04-06 08:45:48.920991,1,7330
438,304.12,2025-05-01 11:45:22.811397,3,7136
439,56.02,2024-10-30 15:45:27.444771,3,1118
440,441.27,2022-09-05 10:45:19.175427,3,5369
441,166.68,2024-09-29 13:45:57.126198,5,479
442,119.55,2023-04-23 15:45:10.303997,4,1381
443,580.04,2023-02-07 08:15:54.386614,2,9028
444,393.47,2023-11-14 16:45:36.601368,3,7947
445,505.75,2023-11-23 18:45:54.394961,1,299
446,482.57,2023-02-27 16:00:52.390330,4,30
447,787.26,2024-03-15 13:45:11.011383,3,9026
448,54.82,2024-01-27 11:15:38.076610,1,4091
449,356.42,2022-07-09 18:45:48.559654,1,4294
450,229.68,2022-12-25 09:45:03.254652,1,9151
451,341.59,2022-10-24 08:15:33.728836,5,219
452,710.43,2025-01-16 15:45:32.060600,5,4326
453,227.46,2025-06-07 13:30:30.944552,1,5095
454,250.58,2022-10-28 11:45:18.550037,5,340
455,359.06,2022-06-18 13:15:04.358449,4,6345
456,229.47,2022-10-08 08:00:30.411248,3,2144
457,701.85,2024-08-09 13:15:33.677976,5,2572
458,770.85,2022-10-15 18:00:04.931012,5,6077
459,539.34,2023-10-29 13:30:44.068463,4,6237
460,506.77,2022-11-03 14:00:05.164277,4,9407
461,499.17,2024-11-06 13:15:56.724135,3,4003
462,274.72,2024-06-15 17:15:08.589557,1,5321
463,335.71,2022-10-29 08:00:17.000338,5,6879
464,314.31,2023-06-24 10:00:09.591944,1,369
465,95.79,2022-12-25 14:00:42.460203,5,245
466,368.71,2023-07-22 09:15:01.103471,1,9770
467,460.63,2023-04-11 11:30:50.536832,1,3215
468,333.91,2024-12-18 11:00:54.685811,2,2621
469,691.78,2024-11-27 18:45:06.041828,1,4943
470,208.38,2025-05-09 13:45:31.656261,3,1924
471,463.26,2023-11-28 15:15:23.343791,1,2524
472,766.04,2023-12-22 13:15:34.180164,4,8705
473,313.29,2024-06-30 09:30:22.416868,4,4321
474,599.34,2023-09-07 16:30:42.939903,5,1077
475,599.84,2023-01-17 10:00:19.040233,3,4594
476,445.99,2022-12-29 13:00:23.739964,5,7492
477,519.26,2025-05-26 17:00:37.973696,4,1605
478,302.24,2022-08-04 16:15:06.437176,5,3257
479,435.57,2024-10-10 17:00:26.559699,4,8807
480,737.78,2025-01-25 18:00:04.920759,4,8340
481,671.93,2024-05-13 17:00:50.716992,1,1443
482,492.18,2024-04-07 17:30:29.158433,2,8944
483,707.64,2025-03-26 16:15:30.619323,1,7612
484,585.65,2024-02-28 08:15:53.040386,4,8372
485,379.2,2023-10-24 12:30:03.984407,3,8612
486,434.56,2024-09-21 12:45:03.785719,5,5871
487,370.91,2023-06-26 11:00:51.876924,2,5846
488,123.5,2024-01-17 18:45:28.986600,1,3976
489,549.91,2023-05-19 10:15:24.855145,5,5084
490,261.72,2023-08-26 16:45:46.975918,5,7717
491,397.62,2023-10-20 11:30:03.806146,3,8298
492,60.45,2025-05-23 13:15:56.677367,4,3668
493,247.52,2024-04-20 09:45:34.096607,3,8973
494,798.07,2024-06-11 14:30:58.038912,4,4000
495,129.8,2024-11-15 10:45:40.717543,4,3189
496,799.71,2025-05-04 17:45:05.667578,1,319
497,329.86,2025-04-15 17:15:12.438942,5,1990
498,508.39,2023-09-02 13:45:28.204587,2,6396
499,451.2,2025-04-17 09:45:18.769351,5,4327
500,778.33,2025-02-13 11:00:09.645896,2,3664
501,377.18,2025-01-06 13:45:01.578048,1,5603
502,407.27,2024-06-10 17:30:58.550923,4,164
503,80.54,2023-01-22 10:15:31.773652,2,4465
504,435.29,2023-10-02 15:45:52.235854,5,9727
505,634.56,2023-09-15 17:45:46.832380,3,8545
506,547.27,2023-11-01 10:15:32.196011,1,6991
507,694.84,2023-06-08 17:30:06.662917,3,9221
508,695.32,2023-07-09 17:15:28.974438,4,6522
509,134.55,2024-04-30 08:00:58.245204,4,1542
510,125.95,2024-03-28 10:30:32.322056,2,8918
511,578.08,2023-12-02 08:30:39.532943,2,825
512,344.2,2023-02-26 12:00:36.443596,2,6375
513,374.73,2023-10-30 12:00:33.176023,2,2997
514,319.59,2023-10-13 10:30:59.004700,5,4562
515,318.43,2023-09-24 15:15:20.292428,5,8210
516,634.66,2024-05-24 10:45:16.251377,1,1588
